"","X","Y"
"1599",1310391.66775908,1238423.41842529
"1600",1299329.70374759,1218242.24718566
"1601",1302131.10878166,1209882.61539927
"1602",1317152.54144473,1239807.03932893
"1603",1317147.05424377,1249673.90630646
"1604",1328311.07371627,1249441.86578321
"1605",1302017.8560153,1211499.82692019
"1606",1309949.69409575,1244461.39958279
"1607",1305817.33105237,1211201.27874087
"1608",1303079.00436844,1243197.44335842
"1609",1309556.21805241,1208631.96746005
"1610",1295023.951016,1208457.14155808
"1611",1315501.90108526,1210141.16604747
"1612",1306167.01845553,1208611.14765031
"1613",1320683.04827516,1211922.15026838
"1614",1299763.85658804,1209646.99654457
"1615",1295847.16288825,1238216.10103988
"1616",1296005.0708324,1225196.46418028
"1617",1301939.4248276,1212321.80011372
"1618",1303652.27424182,1212362.41005016
"1619",1334236.89858816,1209405.02092971
"1620",1301798.77840048,1217533.64370996
"1621",1336458.115449,1214812.51030132
"1622",1296548.53304257,1206391.38065099
"1623",1339511.13043478,1239160.98078356
"1624",1305859.07898337,1223089.00395652
"1625",1305659.18847331,1214171.5042398
"1626",1312238.06956161,1219518.30410936
"1627",1320322.32354754,1215586.96918732
"1628",1341865.50872575,1208554.05841609
"1629",1312104.2559864,1232361.26771386
"1630",1314106.20809033,1231028.40207044
"1631",1313067.30242961,1223476.25670146
"1632",1308429.39246434,1210213.12298755
"1633",1310240.4805631,1211690.80052775
"1634",1306043.8885552,1206896.18743429
"1635",1303919.43255454,1208614.85000282
"1636",1308996.36198707,1213549.72151946
"1637",1308390.89671486,1211424.21640398
"1638",1313034.09017376,1209118.78266825
"1639",1304072.90199521,1211113.05672515
"1640",1307366.28466278,1213598.51997304
"1641",1303927.24732967,1206763.16468625
"1642",1321678.56437874,1207314.3317564
"1643",1311704.32580454,1230298.84732692
"1644",1307523.98884945,1216005.33765242
"1645",1313871.57355927,1219480.18836806
"1646",1314364.3094356,1215183.95821786
"1647",1312783.03352801,1210242.03497021
"1648",1305624.78871306,1213281.88770359
"1649",1303759.4877734,1213284.71653097
"1650",1303619.69201722,1214491.77204566
"1651",1303158.01241076,1211122.15697884
"1652",1305471.39777733,1212428.78440422
"1653",1302347.34226936,1208406.22696291
"1654",1309985.95822884,1210333.41861717
"1655",1301992.29772916,1214632.06987384
"1656",1303758.53161119,1209859.00164568
"1657",1301955.52554107,1210709.74479171
"1658",1305789.50490038,1209987.97884094
"1659",1298506.22918925,1208099.54307201
"1660",1299229.607814,1206351.08582269
"1661",1298044.45002736,1209441.94651879
"1662",1302000.93929277,1213391.37601329
"1663",1305369.12008727,1215735.75893021
"1664",1308237.8986725,1206871.87215285
"1665",1300769.48340907,1206415.17823925
"1666",1313445.84002046,1217893.00794887
"1667",1299946.83868624,1210662.06542035
"1668",1310399.59337216,1216451.26474067
"1669",1324250.55412476,1209443.16085087
"1670",1295134.3888931,1206264.45988248
"1671",1305415.49221697,1214955.16879483
"1672",1300040.19957134,1212394.71203221
"1673",1302518.66632528,1221507.1173993
"1674",1296527.62497198,1208063.93921757
"1675",1299853.46017945,1215550.47352257
"1676",1296570.10166537,1211185.16235019
"1677",1305389.83448584,1216523.25914903
"1678",1295864.85956514,1223119.51708709
"1679",1334118.83315429,1249592.71933875
"1680",1312357.75280286,1206843.63479877
"1681",1312579.48360577,1216601.99499308
"1682",1315151.12030384,1232730.29684918
"1683",1312197.93684831,1227377.18799807
"1684",1315641.08201557,1225973.40431026
"1685",1309435.87857244,1232491.15095435
"1686",1319005.82820154,1229229.76858807
"1687",1298937.06067809,1219436.5285809
"1688",1311255.53915587,1227519.20741783
"1689",1310699.49532292,1209947.81791876
"1690",1296253.84684089,1207445.8947773
"1691",1300669.78359929,1208701.22003442
"1692",1311156.1746661,1216176.93095746
"1693",1303540.22417668,1216099.54469326
"1694",1300279.95365144,1213746.36088386
"1695",1295143.2555051,1214679.27587925
"1696",1310114.54172488,1206725.07265771
"1697",1295847.68313403,1221456.09374628
"1698",1300150.24938608,1211465.93765176
"1699",1312076.26936646,1218056.16375554
"1700",1322509.37460085,1226507.90380376
"1701",1297770.62910373,1207732.53293953
"1702",1297135.19139013,1212983.54594572
"1703",1298504.92255813,1221454.13906191
"1704",1300176.24214849,1220919.33497163
"1705",1301902.25126092,1216038.60631842
"1706",1306827.13380919,1219401.84535614
"1707",1303817.52449374,1217616.29161239
"1708",1306793.27029566,1227980.50038668
"1709",1295037.0781154,1211124.82325332
"1710",1299454.78560401,1214298.26619897
"1711",1314663.17526132,1207276.82566044
"1712",1308230.78609531,1225913.99330554
"1713",1298611.05214555,1223379.52638038
"1714",1319349.85290807,1220234.5999209
"1715",1310944.47474273,1225190.9830264
"1716",1305813.08712462,1217829.62600621
"1717",1309367.43059509,1227976.69937578
"1718",1295125.47231452,1207436.21040808
"1719",1320841.84521002,1208846.00310546
"1720",1298487.74915209,1227789.98291563
"1721",1301930.31475315,1219271.72840184
"1722",1297867.97493556,1206396.5280797
"1723",1298195.62375666,1211054.43018295
"1724",1305016.38568288,1208893.93172396
"1725",1303597.74278366,1219753.93007117
"1726",1305004.14976691,1228983.84584821
"1727",1312252.99112048,1212220.90183824
"1728",1299811.74967689,1207603.14907966
"1729",1295911.1807224,1209481.26642072
"1730",1316634.22895602,1207863.45929721
"1731",1314615.81984673,1217914.19179408
"1732",1300258.07996338,1222901.28977968
"1733",1311341.27701645,1220685.93629634
"1734",1318244.72380025,1229099.83013491
"1735",1308915.72320053,1230366.70558841
"1736",1314093.55414827,1238989.24621907
"1737",1314625.16270052,1216524.49801823
"1738",1307310.45789709,1210409.31275572
"1739",1318283.57539808,1207325.45474118
"1740",1298108.27615415,1247343.64529718
"1741",1304839.76717494,1230720.93573387
"1742",1309734.50599255,1225845.78317554
"1743",1306890.08662563,1221259.51145467
"1744",1310833.02689021,1214151.92146178
"1745",1317961.06920725,1210204.77776555
"1746",1307961.3081213,1250371.78581558
"1747",1314331.65381904,1244289.87769406
"1748",1315453.97494242,1248225.95675678
"1749",1302512.12092022,1230256.27473735
"1750",1302084.9825508,1206541.61737934
"1751",1314748.36234123,1212441.95330832
"1752",1316992.08940852,1210950.77939104
"1753",1299794.94448803,1217173.32504987
"1754",1315078.5640632,1221014.51584768
"1755",1306643.01896689,1225916.62436721
"1756",1320055.86553914,1206467.96670579
"1757",1309207.67670044,1220163.53475741
"1758",1322125.28398717,1244701.56045571
"1759",1305875.48978418,1228376.63527835
"1760",1324235.52211265,1211030.5676548
"1761",1318777.33279444,1213084.73990474
"1762",1297339.99722736,1215536.17730431
"1763",1295973.71653196,1218856.32510474
"1764",1298007.81763739,1234035.0169307
"1765",1317751.12687224,1224705.94980056
"1766",1318199.55492688,1246369.77418912
"1767",1322634.99637352,1249061.1576029
"1768",1323140.10151521,1246014.34934472
"1769",1331017.90611458,1246591.08843849
"1770",1327567.37095642,1245296.4915595
"1771",1333576.60421581,1246715.96392049
"1772",1333411.20425923,1243873.93939933
"1773",1331348.65386109,1239363.94864509
"1774",1326668.38644081,1242465.94156342
"1775",1334089.1358298,1225244.92313644
"1776",1336127.04506191,1223347.56075204
"1777",1329155.00954489,1224871.94419698
"1778",1341239.71127645,1215681.67324809
"1779",1331511.61400424,1216237.46070873
"1780",1330395.87012599,1212207.96188317
"1781",1324474.83919822,1212526.55802811
"1782",1318430.25530566,1211985.66485982
"1783",1302888.29182391,1218116.02168673
"1784",1329906.60300278,1228165.3723962
"1785",1295701.90029787,1233955.81506958
"1786",1334174.12141476,1217720.78320388
"1787",1337574.45370566,1230367.03858215
"1788",1326648.33051807,1246592.06655522
"1789",1308370.0296985,1227547.97309084
"1790",1310994.21655904,1228826.21046452
"1791",1307125.38783461,1229637.21749097
"1792",1305013.16726179,1227313.12112296
"1793",1308408.49366155,1233507.64046075
"1794",1306191.90364269,1234132.99340839
"1795",1301418.5041744,1231075.29477032
"1796",1315182.92185759,1211827.45028972
"1797",1305020.02294535,1225912.11858083
"1798",1302601.9998399,1225432.46218938
"1799",1301819.35356471,1228172.79876398
"1800",1302394.27426993,1233969.31093791
"1801",1326679.73554145,1231033.08007186
"1802",1320352.26999712,1239025.08692067
"1803",1325410.0893246,1207559.92824684
"1804",1305178.8652734,1219990.40429135
"1805",1308357.72995512,1217539.98030206
"1806",1300228.21233867,1227997.1933112
"1807",1306547.67133773,1230821.53353846
"1808",1308674.44976849,1221949.52109772
"1809",1310843.28052598,1223300.51046196
"1810",1299883.03273478,1234652.18245913
"1811",1302792.2092192,1227227.71545325
"1812",1303300.40411211,1228788.982238
"1813",1313994.509693,1220863.36986543
"1814",1324452.83089568,1227841.15884845
"1815",1295915.14612977,1228949.84215523
"1816",1308300.18632075,1224266.75695857
"1817",1310981.9680378,1235165.18380279
"1818",1323485.18085872,1207293.30393061
"1819",1327833.40545806,1208581.73472573
"1820",1302649.10661898,1223389.42371119
"1821",1299290.166486,1216292.5397467
"1822",1310270.41155891,1227802.14420885
"1823",1319152.92230906,1210239.17425832
"1824",1305781.60707407,1224681.8701013
"1825",1299460.19143704,1232240.9673697
"1826",974619.752500273,1401670.69227064
"1827",989755.598938139,1425734.17260635
"1828",998664.402546313,1400064.99696877
"1829",975594.101221405,1413303.75643118
"1830",959838.792416652,1415057.40769119
"1831",973178.072460906,1420582.25457958
"1832",965164.76462664,1434565.54719795
"1833",1330166.45166928,834878.60292643
"1834",1335043.77591586,817899.794132781
"1835",1341114.42842887,809395.256643301
"1836",1316608.33530805,836079.48986876
"1837",1325331.25766403,819429.457741746
"1838",1331654.18976862,859085.485129152
"1839",1342558.24691541,852500.267624838
"1840",1349103.29317584,848625.098040436
"1841",1327417.67564683,849815.665329756
"1842",1340411.76086495,833859.512638629
"1843",1354901.48992792,833000.771625832
"1844",1178945.59924978,840202.11345594
"1845",1150562.16970087,853813.62650907
"1846",1175795.27944951,845706.067370561
"1847",1173014.68169771,853437.155882958
"1848",1165718.9133338,858466.195211414
"1849",1159244.4039959,855034.063535164
"1850",1166502.35305049,850214.478617816
"1851",1168457.33839649,856421.539519322
"1852",1178653.40260135,835299.414361743
"1853",1168761.83341156,831031.741745373
"1854",1169220.25155962,834669.945351389
"1855",1167458.30721164,831151.66659406
"1856",1172126.5481871,838639.617003854
"1857",1146365.30634211,849578.190941796
"1858",1162584.91533009,835370.28124026
"1859",1157572.73105954,845780.86077838
"1860",1167932.13706136,843219.713019374
"1861",1138047.70102944,846975.117579195
"1862",1176700.99136457,836082.797950965
"1863",1182058.86415079,838175.926490896
"1864",1181804.67398442,840529.578721692
"1865",1184772.59326221,839637.526976534
"1866",1187615.82290212,846645.142064741
"1867",1189445.33771481,844823.571711939
"1868",1181229.48125013,842027.039712979
"1869",1178110.42186832,859334.085000624
"1870",1165671.70814158,867597.454015743
"1871",1186270.5551974,850542.238085398
"1872",1155168.39175719,862280.412078356
"1873",1181180.75636966,846368.595015585
"1874",1182709.15135709,840080.132153471
"1875",1182400.97064783,852396.162423545
"1876",1130719.97560298,1087280.27486009
"1877",1132339.6149172,1072997.8993455
"1878",1127840.72656545,1092244.87134809
"1879",1138724.11165183,1086284.57541645
"1880",1145477.07930989,1074835.89244422
"1881",1153728.05292657,1074401.13347234
"1882",1164294.40764029,1078540.00142755
"1883",1148859.99735946,1092560.04112294
"1884",1142140.916725,1101056.8819851
"1885",1131255.61607056,1109127.85201351
"1886",1136395.43027702,1095597.09759455
"1887",1113795.6446696,1101973.8923481
"1888",1113856.99612732,1090796.07038614
"1889",1124176.39713701,1097908.56434781
"1890",1011553.56446581,1036036.96177237
"1891",1005488.24656184,1014037.75508013
"1892",995470.205482297,1038190.01087014
"1893",994554.870355434,1025597.90501994
"1894",998204.225289592,1001765.10663918
"1895",1024125.35913728,998735.2522361
"1896",1025909.24418656,1027439.97076467
"1897",1024021.91478479,1013231.46763713
"1898",1264874.93803975,1274215.28348695
"1899",1265076.87281582,1276860.2634926
"1900",1263182.69285129,1274656.04324596
"1901",1267739.61958619,1283459.22803964
"1902",1266750.09104502,1274846.94321531
"1903",1274525.94364925,1281527.9859416
"1904",1275814.71200125,1276913.86065884
"1905",1277235.38156604,1271920.67855859
"1906",1277442.43209718,1293573.09179688
"1907",1277171.42461426,1261856.46713872
"1908",1265450.58911053,1261101.73802811
"1909",1253346.71314803,1260746.15361463
"1910",1240258.81000225,1258811.77921948
"1911",1246577.97767335,1268820.96327038
"1912",1238522.47288361,1272869.35935878
"1913",1241901.27870126,1289122.71651405
"1914",1255500.87086522,1271301.62229705
"1915",1265465.73666373,1272163.48446557
"1916",1253315.90543737,1283562.92531008
"1917",1276958.47198491,1269798.10069548
"1918",1264112.50517366,1280239.57058524
"1919",1267911.77250331,1274502.191742
"1920",1268735.09095421,1275721.47048645
"1921",1265904.55172615,1276338.96588475
"1922",1265922.49698073,1275762.92039059
"1923",1256750.57534241,1294480.51631691
"1924",1262888.77927368,1276460.68714305
"1925",1261354.87013902,1278032.37715865
"1926",1267527.63681382,1277010.65824772
"1927",1192950.57701212,1010430.11016014
"1928",1194812.81493539,1031677.01629218
"1929",1179739.10072791,1031820.72104183
"1930",1197211.63516564,997135.340330779
"1931",1219754.03602941,1028991.11231508
"1932",1206907.61875204,1002775.77273866
"1933",1202470.60792472,995186.227569316
"1934",1221973.26019715,1027725.50417622
"1935",1227796.3965869,1015828.93382686
"1936",1236305.82843638,1026013.97284476
"1937",1214947.67587566,1003231.93023537
"1938",1199261.64594299,993687.988371431
"1939",1209228.6801027,1032775.9679036
"1940",1216184.1284516,1052611.97189131
"1941",1203927.44915115,1048679.41858128
"1942",1201676.37066559,1006655.02376498
"1943",963585.240721603,1331686.34137391
"1944",963382.119096689,1304575.24649361
"1945",986173.379446763,1331928.20410347
"1946",984308.76625056,1305848.80667349
"1947",773627.330739783,1009431.01035177
"1948",775537.129722939,1024269.54925386
"1949",753798.237925351,1035222.47223244
"1950",773055.612273003,1045591.01381153
"1951",889746.746341673,922624.077277316
"1952",880936.209144179,973683.876335687
"1953",837696.096413149,971192.02589053
"1954",855733.571368153,930195.154365548
"1955",873070.010971556,1282200.71111651
"1956",894028.50137039,1273077.47381091
"1957",861268.543957092,1270297.48965892
"1958",877201.186244547,1260801.28818846
"1959",548987.8801359,980679.914997178
"1960",553492.82960981,1023479.0289878
"1961",587131.342755303,1017404.61622481
"1962",576882.251868774,1073502.75004207
"1963",537149.273278864,1019775.24952921
"1964",734659.952147916,1567920.82514339
"1965",794614.018986513,1555384.36716031
"1966",777560.14559873,1582200.02276221
"1967",753970.456056891,1581238.52208077
"1968",796419.959081412,1580122.81438194
"1969",752447.28908113,1552418.33442572
"1970",763376.543851724,1559786.91939324
"1971",781325.873078012,1555591.94584452
"1972",775959.563757392,1557679.74322689
"1973",1303835.03949811,1192220.78939925
"1974",1302843.71125343,1192407.48007058
"1975",1302852.94557357,1192774.18395142
"1976",1302690.33848817,1198032.43157552
"1977",1304208.54101646,1197137.85234888
"1978",1302798.47168348,1196469.17652755
"1979",1303938.19897498,1195930.72006519
"1980",1303692.5729706,1194919.58935166
"1981",1302228.03914626,1194731.94663368
"1982",1302908.47736199,1193808.21313438
"1983",1301475.21677364,1195441.2126385
"1984",1303641.34755005,1193319.67092007
"1985",1301954.87193979,1192766.34655784
"1986",1299552.41216225,1186274.49953147
"1987",1300306.22941915,1186076.39077351
"1988",1301027.4096014,1186512.77914934
"1989",1302034.18634547,1186575.89032628
"1990",1301277.44559366,1187487.80436904
"1991",1300372.61008854,1187117.04438212
"1992",1302302.92462114,1186925.97426833
"1993",1299963.95254669,1187300.56740326
"1994",1298520.61871465,1187309.91532997
"1995",1298125.78699639,1186804.39145708
"1996",1303107.39456281,1187134.32839528
"1997",1304664.55468919,1198639.09696988
"1998",1307240.89956902,1198736.35700434
"1999",1306816.67160837,1198023.87403434
"2000",1303989.2424413,1199007.00437678
"2001",1305901.23898712,1198318.088837
"2002",1301098.06076057,1201460.62887238
"2003",1301199.38863421,1200465.52384189
"2004",1301429.7735937,1199548.64620097
"2005",1301887.88202802,1200078.4730702
"2006",1302690.25994931,1200241.06808688
"2007",1307975.79009213,1196028.85467496
"2008",1306798.06767907,1195899.10422831
"2009",1305942.61788756,1195791.86168665
"2010",1305955.36742095,1196573.97744713
"2011",1305899.59942647,1197175.25736082
"2012",1305032.01208075,1196458.51631798
"2013",1304750.25892516,1194856.87460007
"2014",1309697.41272471,1193291.53278003
"2015",1309503.2543851,1192721.73303313
"2016",1310215.3288766,1191945.35618539
"2017",1308996.87987591,1191834.36848127
"2018",1304717.99336113,1193541.35695604
"2019",1304123.24564968,1186823.65805672
"2020",1306849.06919687,1188290.64149785
"2021",1308413.9669013,1190001.13125241
"2022",1310756.21775584,1190585.69959846
"2023",1311047.73859966,1191744.89032298
"2024",1312325.52191207,1189995.48958774
"2025",1311501.66666788,1189170.26632818
"2026",1310088.61702322,1188775.87669658
"2027",1308856.00258717,1189086.6924976
"2028",1307530.90076203,1187170.28692875
"2029",1309441.51773045,1188128.36281175
"2030",1312322.06721885,1188195.77796118
"2031",1310956.83813998,1187401.53732074
"2032",1309641.58673232,1187231.535698
"2033",1310659.70507859,1186279.33334319
"2034",1310842.7863379,1185392.49392501
"2035",1311705.37705174,1186904.16872881
"2036",1311991.60684498,1187702.31551713
"2037",1312700.96345907,1189549.40982751
"2038",1301604.75783848,1184333.20397661
"2039",1302100.82323993,1184474.82130458
"2040",1303368.68665738,1186028.20975508
"2041",1304006.73707434,1185761.85776852
"2042",1303043.29716026,1184883.34934072
"2043",1304279.96744276,1184920.96343937
"2044",1305298.76585116,1185527.69760601
"2045",1304815.20808103,1186284.51369501
"2046",1306391.64104733,1185693.73870926
"2047",1306573.80337348,1185164.78723241
"2048",1308236.57561939,1186267.63747033
"2049",1309475.91615157,1186702.83758108
"2050",1308358.37717095,1185422.62911083
"2051",1306421.19548517,1183849.77428736
"2052",1306854.40424277,1182242.53430939
"2053",1307794.80097681,1183848.06917897
"2054",1308142.06581272,1182125.23724656
"2055",1309279.15816021,1185519.3528463
"2056",1309954.6936909,1183695.21124588
"2057",1310763.70638558,1184416.55646902
"2058",1311885.03898676,1183224.38541427
"2059",1311946.69151896,1183095.98660105
"2060",1309718.45718665,1182016.70178852
"2061",1312316.85505047,1182211.83326093
"2062",1309416.20307771,1180544.21020979
"2063",1311062.5459546,1180521.35195379
"2064",1312521.226549,1180851.45040051
"2065",1313866.8680634,1180489.53204835
"2066",1308290.65001593,1178777.01815551
"2067",1309449.83314999,1179350.20748022
"2068",1309542.07189782,1178551.29617716
"2069",1311281.68804042,1179037.92805904
"2070",1312876.14834572,1178980.95739844
"2071",1314364.20947504,1179022.76503056
"2072",1307789.17986394,1176660.9725471
"2073",1309268.14628711,1177276.83989313
"2074",1311191.18350595,1177393.85077295
"2075",1312383.0223581,1177233.39927171
"2076",1313572.2678307,1177418.81888374
"2077",1314471.19174687,1177413.89850417
"2078",1314371.26638356,1176257.23097339
"2079",1314115.96323679,1175220.1584375
"2080",1312360.19922491,1175654.2791921
"2081",1311143.59442483,1174872.6170722
"2082",1314763.86712077,1174649.00803184
"2083",1312658.19330597,1173365.20663619
"2084",1302886.02841181,1183766.81193847
"2085",1307045.02229526,1180118.2598578
"2086",1309617.55872211,1185217.2873728
"2087",1310605.41378004,1189825.03095351
"2088",1311445.81124272,1188198.98352351
"2089",1299062.23523159,1186697.10510627
"2090",1300153.69895021,1184951.90242791
"2091",1304686.46710426,1183622.00066262
"2092",1301404.00347266,1186867.8974833
"2093",1312038.52862277,1191541.88001197
"2094",1301211.69001311,1184937.83692814
"2095",1310683.29792954,1174063.06570995
"2096",1313305.43367852,1190591.80100652
"2097",1303430.08137895,1192588.73924446
"2098",1301982.08598165,1199275.65344078
"2099",1306034.37652373,1195129.53379572
"2100",1308919.01732722,1193932.85662921
"2101",1301050.82845355,1185441.49317626
"2102",1302057.83485598,1185739.04325256
"2103",1301404.67620789,1184559.80426578
"2104",1307654.49910538,1186491.62985112
"2105",1310596.79677527,1182406.7914864
"2106",1313935.21657074,1179014.5814177
"2107",1314898.13067524,1173538.42920174
"2108",1310689.169158,1188272.16845559
"2109",1299916.36891794,1185371.07394972
"2110",1315365.10870972,1190677.6432895
"2111",1310944.05490957,1173274.69818308
"2112",1312161.15974722,1187838.91297603
"2113",1313227.88843613,1188938.62123604
"2114",1314320.67946397,1188736.94817281
"2115",1315644.39252986,1189617.01634031
"2116",1311173.9741251,1185935.35018422
"2117",1313722.55456544,1186637.95823118
"2118",1312686.6582087,1187256.85990232
"2119",1310957.71339682,1184663.61946782
"2120",1312459.31807615,1185603.94142896
"2121",1311243.84740167,1185467.88894427
"2122",1311936.99138861,1184794.25780288
"2123",1314392.39131622,1185521.37472963
"2124",1314453.57449397,1183789.21436061
"2125",1313259.47310352,1183109.96088899
"2126",1313753.25512375,1181850.57609343
"2127",1314980.10013976,1180986.87632955
"2128",1312332.79061182,1189006.72305646
"2129",1314768.24736083,1187368.36513661
"2130",1312060.34893859,1184604.38668123
"2131",1302259.11607308,1201324.46665474
"2132",1303653.12714602,1201358.71191198
"2133",1305237.95420052,1200996.77719636
"2134",1305576.13492331,1200063.95098908
"2135",1305591.08528202,1199556.96709481
"2136",1315542.9723436,1199009.36152762
"2137",1313864.95682065,1199232.08688616
"2138",1312086.31374988,1198803.39060156
"2139",1310508.56582576,1199144.43487354
"2140",1309005.36138215,1199441.64541887
"2141",1307997.34637194,1199242.9939916
"2142",1308896.58241834,1198273.81464994
"2143",1310277.32240389,1195914.78265796
"2144",1313685.64956252,1198015.82794748
"2145",1316848.12787205,1196905.11893697
"2146",1315081.79603036,1197162.7529075
"2147",1313785.06914698,1196774.7407338
"2148",1312174.04674315,1196743.00188151
"2149",1313203.43303942,1194620.60261959
"2150",1313869.87793584,1195094.46968383
"2151",1315060.07270287,1194901.01837953
"2152",1316627.11654593,1194041.25886421
"2153",1315871.00054622,1193044.40895987
"2154",1313587.36527878,1193379.17871809
"2155",1313936.65198897,1191758.0549815
"2156",1314998.2764057,1191985.32674679
"2157",1316154.82617368,1190747.29801629
"2158",1317212.64141804,1191293.19052252
"2159",1318192.98171725,1191213.29117612
"2160",1317632.78950106,1189660.57796184
"2161",1314044.23089845,1193357.38944138
"2162",1312428.71298314,1193134.38705971
"2163",1312483.46898758,1195672.59123828
"2164",1311836.07624618,1194921.36350014
"2165",1316091.55059062,1195432.62984408
"2166",1309833.05484552,1193667.87546219
"2167",1310927.23866431,1193102.43285357
"2168",1289211.88809421,1195247.39803527
"2169",1293343.01255726,1197829.13707349
"2170",1294126.15076843,1197611.0891244
"2171",1295320.39959505,1198033.28878788
"2172",1296588.02485169,1197780.72851176
"2173",1293248.11347461,1196304.47483048
"2174",1294114.75351602,1196303.97997761
"2175",1295782.18639524,1196255.10456148
"2176",1297469.78853617,1195265.89646376
"2177",1292998.96844119,1194831.98132672
"2178",1294256.94303953,1194572.58064941
"2179",1295873.44948484,1194748.40937622
"2180",1294989.08641088,1192939.68572224
"2181",1296111.23670433,1193036.85186535
"2182",1297442.45978174,1193112.66135285
"2183",1297398.78375968,1198271.89256314
"2184",1299805.12531144,1198114.43747351
"2185",1301356.20242003,1197933.07295913
"2186",1298069.93573672,1196454.94566654
"2187",1299225.26355191,1196422.47661545
"2188",1300948.94231841,1196506.10604346
"2189",1299077.18871087,1194755.75829287
"2190",1300471.85741389,1195803.53484747
"2191",1300840.79435076,1194978.71722621
"2192",1300913.63060731,1194387.15051681
"2193",1298647.74638701,1193108.23985953
"2194",1300289.63501267,1192972.77938184
"2195",1300943.04057849,1193579.74305882
"2196",1289540.61319777,1197110.41353737
"2197",1297601.27964587,1191644.69655814
"2198",1301241.94139895,1191811.54856899
"2199",1302241.00409536,1191732.48992269
"2200",1302538.51830396,1191401.83088137
"2201",1302067.47974815,1190519.7941709
"2202",1297381.82248011,1189936.31611296
"2203",1301876.18604443,1189827.21325971
"2204",1303068.23195805,1190378.92676889
"2205",1300401.04775314,1188055.27099778
"2206",1301297.34009527,1188484.58893112
"2207",1302260.13361687,1188700.30186942
"2208",1303059.40730456,1188475.38777669
"2209",1297156.42740252,1204605.46227156
"2210",1298657.24094754,1204472.73096023
"2211",1299749.72393602,1205165.91729604
"2212",1301050.596174,1205338.87194939
"2213",1299521.95073786,1203708.8191444
"2214",1300766.04236593,1204468.97968964
"2215",1300724.83112553,1203534.00945638
"2216",1297616.45298379,1202564.06629927
"2217",1298743.80140513,1202603.44461278
"2218",1299448.12538119,1202250.81601088
"2219",1300730.49268186,1202444.84655016
"2220",1299574.93107603,1201287.39951623
"2221",1297112.73652986,1199865.27401641
"2222",1297886.39629797,1200847.00811563
"2223",1297966.83382621,1199727.78375541
"2224",1299138.5553287,1199913.38805816
"2225",1300365.02215877,1200383.91708777
"2226",1300699.62588051,1199351.0166782
"2227",1307060.68316651,1195224.81175496
"2228",1306037.26846325,1194023.10978784
"2229",1306979.35769547,1193629.09211653
"2230",1307793.14034497,1193283.60573273
"2231",1307771.50248576,1194547.42524041
"2232",1308634.56406046,1193553.19140448
"2233",1307073.22083235,1191481.01424627
"2234",1305846.31667987,1192609.99980937
"2235",1304765.26033332,1191882.39301157
"2236",1304141.80701218,1190924.48175095
"2237",1304928.77662331,1189877.42550726
"2238",1303944.32032853,1189189.66302802
"2239",1303946.00224389,1187820.9469583
"2240",1305564.2772428,1188384.36529106
"2241",1307123.01592018,1190115.80286516
"2242",1281963.28013803,1199986.23465045
"2243",1289114.99578178,1196060.89004037
"2244",1298071.41841346,1198039.92517104
"2245",1296568.58265488,1201075.98284738
"2246",1296889.26407677,1201219.70948152
"2247",1297775.72151788,1188565.46759042
"2248",1298375.87715246,1188142.23076232
"2249",1299686.53479586,1189113.57245094
"2250",1299567.94046717,1188175.93529162
"2251",1299352.88038184,1191942.51796917
"2252",1298786.61741178,1191166.24255385
"2253",1300506.47083606,1191308.40998758
"2254",1301044.45519267,1190314.99764033
"2255",1300408.08946704,1189774.78249609
"2256",1299338.18155554,1190249.95473645
"2257",1298164.78311639,1189897.68776551
"2258",1291311.43928787,1200682.00540073
"2259",1292706.14558132,1200718.49123735
"2260",1289823.78736668,1199056.57739445
"2261",1291114.29211751,1199415.55491738
"2262",1294777.40595732,1199766.29314025
"2263",1292668.15416422,1198166.95514597
"2264",1294080.15182353,1198536.12730576
"2265",1288144.74205424,1198114.10732454
"2266",1287660.73438082,1196067.85293543
"2267",1291109.25099897,1197988.19948533
"2268",1290539.95595011,1200539.76850057
"2269",1290635.70280908,1197241.56850316
"2270",1286472.74228631,1201963.60341955
"2271",1291846.3213384,1202923.51767399
"2272",1288213.42279568,1204960.02191097
"2273",1294553.2985134,1203050.80061247
"2274",1290720.92318708,1204919.10643236
"2275",1291868.82481693,1204631.46950043
"2276",1293689.49297482,1204724.38823497
"2277",1288777.18887741,1203333.17463241
"2278",1289532.1566055,1201995.06260161
"2279",1290814.95778235,1201400.50948707
"2280",1293553.42283156,1202647.68310639
"2281",1289513.90215404,1200687.78117578
"2282",1302734.49957014,1204791.84970195
"2283",1304147.55737589,1205290.62427808
"2284",1305531.3586282,1205390.75452029
"2285",1302113.44994836,1204031.88371555
"2286",1303785.34268717,1204155.45588451
"2287",1304828.62534382,1203942.95720923
"2288",1302479.19505447,1202594.26356284
"2289",1304175.67683153,1202569.9858978
"2290",1306707.79581504,1203473.98494114
"2291",1308740.15953359,1204922.20086345
"2292",1308674.1053463,1203563.66191616
"2293",1308794.37791666,1202733.22753191
"2294",1308817.28735865,1201886.65998774
"2295",1308852.31112722,1200682.65135131
"2296",1307370.73187507,1200710.38200991
"2297",1284060.67582276,1200322.00395991
"2298",1284762.06687921,1198141.00531288
"2299",1283098.82775371,1198430.61396943
"2300",1285302.43407613,1199347.01541856
"2301",1283383.7602948,1200101.45829386
"2302",1282863.40300372,1201422.00622395
