"","X","Y"
"318",1131475.99963962,811759.440932583
"319",1122294.73940159,809319.970554335
"320",1144551.68785335,805012.621429441
"321",1133630.16476671,799921.227028171
"322",1127996.61991224,807842.958258394
"323",1142929.76054308,804793.464942809
"324",1141890.54836257,805205.779120435
"325",1127883.10317405,810085.053485535
"326",1129973.40247247,808305.765773241
"327",1119267.37229251,804130.890957182
"328",1125895.51156661,805801.091947996
"329",1125541.85105702,809954.283316848
"330",1132723.37003042,806476.737464506
"331",1131488.81191642,805815.381575838
"332",1131685.03535104,807883.88107606
"333",1132362.12295557,808861.200472085
"334",1140306.20422428,806647.745644164
"335",1153402.04604729,793498.697970087
"336",1139721.9657672,803742.57801931
"337",1151491.54687412,798200.151647429
"338",1139329.689297,795779.163981333
"339",1125753.76090482,812298.878207613
"340",1131998.19785632,799096.654774239
"341",1129390.4711168,801875.377677172
"342",1139434.03298187,804002.72326704
"343",1144478.65911412,803121.361814818
"344",1144622.54305552,805760.645524389
"345",1129395.23212854,811024.349507271
"346",1126087.22554295,808522.545725009
"347",1124633.58048106,808733.834433811
"348",1152203.97987749,782057.889837967
"349",1116639.74756828,816567.348261744
"350",1129982.16820634,812497.359405839
"351",1140416.55245154,792568.057849997
"352",1124889.89780958,803072.302432471
"353",1149331.7683656,781651.091137419
"354",1123794.73393423,809965.784160539
"355",1125501.37850544,815010.157364488
"356",1124295.37494969,807168.597059106
"357",1127686.46564825,814083.789903847
"358",1127741.14571587,805728.22874404
"359",1127613.2221064,812102.922317174
"360",1137219.47679556,790764.3788025
"361",1154170.28812988,790840.761848393
"362",1117824.87364695,812536.927056997
"363",1151047.86383343,797510.186243302
"364",1118975.65209438,807029.85672554
"365",1144890.63093198,804633.678693651
"366",1145702.19647398,804964.196580643
"367",1122299.20977308,815615.994819994
"368",1122875.28818433,813442.459084045
"369",1139213.68132224,784241.5630858
"370",1150475.21540853,791152.245306763
"371",1120174.0560697,809560.255467513
"372",1147298.75045068,806728.637549499
"373",1143495.4690835,801173.472152521
"374",1126245.58129854,800515.344125148
"375",1122281.30901412,811240.404879418
"376",1124731.41226166,809691.779151583
"377",1132698.67046643,805172.151107347
"378",1133984.97069848,805720.873243291
"379",1130133.53163104,798133.899510643
"380",1131357.88939368,801268.347485249
"381",1126865.11392489,803531.294747428
"382",1128797.76159557,805218.281353538
"383",1123744.18287189,816064.50111481
"384",1131111.5637497,810235.644940871
"385",1129353.15139352,809450.934003396
"386",1125322.4092566,804506.595247398
"387",1123761.78151045,804684.282999418
"388",1126994.38745838,804943.001801155
"389",1123611.4315396,815476.498296326
"390",1121371.2994714,813625.657855527
"391",1119716.81179099,813407.276691542
"392",1133525.57065855,794935.914883461
"393",1126595.92389879,809847.580521957
"394",1127158.59467463,803979.74169976
"395",1130527.27856033,811388.457249249
"396",1123179.73381232,807717.352269228
"397",1119778.78559699,816040.098237093
"398",1144445.81737547,807423.99429994
"399",1143321.19511865,808186.210078446
"400",1143532.85517581,809228.103796085
"401",1142830.25648764,810487.246705865
"402",1142063.87735433,811146.372688743
"403",1142639.12761944,812858.208166596
"404",1142081.34577553,808997.31179307
"405",1141978.75668678,808283.962874589
"406",1138834.89840303,818837.760251938
"407",1145586.0370261,819504.455074214
"408",1140526.55558569,808097.734883753
"409",1140618.24587949,809785.304720467
"410",1140879.39075988,811154.876171579
"411",1139869.83721318,811263.635308609
"412",1139025.03922229,809432.440320505
"413",1139591.0563691,808432.534580834
"414",1139481.13592723,807539.517736274
"415",1143376.33891719,805450.836627751
"416",1138693.35855293,807998.159266278
"417",1136887.03501034,808538.523376289
"418",1137432.92441771,810024.099824255
"419",1138727.75446207,810405.24096058
"420",1138435.40586344,811377.273353848
"421",1138391.14107568,812366.978753974
"422",1139698.66523809,812816.627484109
"423",1137386.16428208,814572.520397118
"424",1138343.25354458,813887.380337606
"425",1139634.1400005,814107.230408404
"426",1141947.80564568,806455.215928074
"427",1141155.71165231,806665.034759355
"428",1143010.11801263,806121.83613761
"429",1142198.5459675,805868.568138027
"430",1144602.334072,808413.141311626
"431",1144573.86871254,809345.088007706
"432",1146640.57042355,811462.673477464
"433",1145670.75087388,812289.592830654
"434",1132170.57488946,819203.618155089
"435",1146006.69278942,816142.650985159
"436",1143377.63687526,812217.453889235
"437",1142757.68572542,812694.934455221
"438",1136563.85321671,813177.065777855
"439",1136285.63050658,812075.430351202
"440",1135859.54040094,811039.79012589
"441",1136933.21670237,807201.365180728
"442",1134454.91734665,807671.40019361
"443",1142482.64281282,812176.697315126
"444",1141279.73511005,812083.185623128
"445",1141328.97794083,813276.659313875
"446",1143155.36068735,813476.027039929
"447",1134046.37981345,810868.007498242
"448",1135038.66798,813512.754780835
"449",1145561.34789974,808570.703765084
"450",1144073.72915468,813406.676578426
"451",1144891.17715169,813490.179239284
"452",1145659.18153436,814099.123280745
"453",1146623.07540536,812434.218470018
"454",1144880.49090202,814691.065972241
"455",1143855.54131316,814583.319935217
"456",1143483.4970576,815218.066815554
"457",1141998.59185758,814125.078796652
"458",1141001.6818458,814057.976167076
"459",1134496.9726293,814793.872731869
"460",1141342.01518381,815568.001986199
"461",1118864.76348406,827719.388950138
"462",1141390.19927904,817011.044965365
"463",1124606.6223184,817801.845093715
"464",1129198.14431602,820952.424001332
"465",1143096.95899734,811782.962275331
"466",1130036.2414011,815177.502719112
"467",1131571.35171064,813153.657661814
"468",1143221.80766536,807230.570652991
"469",1141749.05123238,807443.240807131
"470",1127751.98580166,818767.329538057
"471",1142240.33402562,816444.533873983
"472",1139804.53107903,810314.566602966
"473",1142457.92137323,809665.8762337
"474",1128136.27024255,819574.931726744
"475",1131259.56636946,815345.555528482
"476",1127154.40301632,816029.178790863
"477",1142300.03900188,807387.263139426
"478",1143001.23016424,816347.341208825
"479",1138980.91942929,815095.92738292
"480",1144442.41145511,816052.57170096
"481",1141206.26100295,812787.015411589
"482",1130539.39220277,819141.257027012
"483",1142287.91373265,815375.182981357
"484",1130960.13548667,818036.528464814
"485",1129127.84945867,817327.853443007
"486",1128478.65318964,815699.593015657
"487",1141077.33552296,809572.534288982
"488",1133846.6471693,813803.817051745
"489",1136267.80961471,817045.068083194
"490",1144828.83645047,819942.997318009
"491",1124071.76970019,816682.055876106
"492",1147302.49981292,812930.88031936
"493",1124587.3306926,822914.331257282
"494",1135232.12366335,818174.260004169
"495",1126734.09683661,817704.535231771
"496",1126161.92901025,816057.295765256
"497",1130356.56022312,820358.122151518
"498",1142229.5788102,817697.234988978
"499",1126819.74229747,822269.046428503
"500",1128184.15350232,816807.856495109
"501",1141305.54632245,807943.245517159
"502",1143525.9887323,811164.999220558
"503",1141590.24868006,809745.078402098
"504",1130328.51718494,814299.736694337
"505",1125222.56983886,819099.335293881
"506",1129176.54101459,819267.533081498
"507",1147818.1461099,818691.399281554
"508",1141051.64723245,817977.915121799
"509",1140274.30782866,815285.173526788
"510",1133144.15483706,816426.265995827
"511",1139348.30722326,819535.529549622
"512",1143484.41156915,817139.930036275
"513",1118043.31453731,819765.032281626
"514",1147045.99842402,818840.340462178
"515",1144073.90899673,806087.562428316
"516",1142945.18874651,805139.846701976
"517",1138290.127409,816055.95863357
"518",1122799.90494065,820859.12093683
"519",1147234.06395873,817954.975662628
"520",1137307.72414609,819427.788514544
"521",1127085.83890117,820787.882632523
"522",1139239.08756209,815977.600285108
"523",1121673.95055897,818544.483920171
"524",1132180.28463745,816191.8864196
"525",1128000.21290259,817768.396259094
"526",1136435.32673337,810323.931405688
"527",1148122.64670157,818613.297980749
"528",1130473.83212128,817208.409805737
"529",1148099.56125376,817555.734591866
"530",1147698.2676681,818520.549024902
"531",1128685.01238858,817985.090411932
"532",1140008.46542871,816743.585725099
"533",1148084.36604014,818048.950085133
"534",1125767.40821166,820206.441088835
"535",1144907.73425424,817700.386016859
"536",1145613.98154262,817971.581115648
"537",1128218.67995992,820634.667591526
"538",1132710.30332709,812840.266492128
"539",1130338.31757385,816673.913088796
"540",1137478.5853898,815417.132470382
"541",1134480.58051044,815805.705673182
"542",1146422.28898208,817931.400914195
"543",1129847.47745271,816377.110253684
"544",1140754.45704712,816210.803459663
"545",1125900.99553352,817480.357212576
"546",1139194.27009478,817726.442204789
"547",1137452.0395949,818682.156078534
"548",1146159.07122392,819872.0826699
"549",1135693.35367504,814809.700471616
"550",1145208.64998895,809645.31964511
"551",1136846.59202755,816609.807289555
"552",1123099.20371669,818668.945860899
"553",1147067.1613454,818759.934315842
"554",1137689.64078816,817491.458322937
"555",1136195.22098106,814729.596751579
"556",1119815.03863191,818062.869648384
"557",1129196.92262725,818314.152203249
"558",1120168.58471437,824255.014426825
"559",1146998.81393398,830127.215658757
"560",1134695.51835941,816666.248748039
"561",1133861.60457653,817796.539167388
"562",1146840.83348166,816369.051862164
"563",1146613.24463835,841368.089040904
"564",1140868.27969915,820571.772546674
"565",1150466.79413777,833086.955832932
"566",1128215.15748361,825019.807021243
"567",1128118.95060632,829382.376724335
"568",1138077.14351763,822842.944778563
"569",1140884.05665084,819594.997819162
"570",1122300.61511915,837248.512833292
"571",1139927.00016593,820104.512037652
"572",1144981.12819542,820566.503259755
"573",1137789.72444236,816388.936803678
"574",1131511.22354332,820016.768667926
"575",1130629.28800465,841339.597755949
"576",1146529.99165177,813830.017198556
"577",1136088.31393823,819039.772344905
"578",1148291.41805711,814061.461385523
"579",1149892.67441726,813989.588527589
"580",1151090.91128,814326.797239502
"581",1133249.4153889,820798.575899509
"582",1139750.92978272,819179.935874967
"583",1148826.05895978,815264.018402499
"584",1147785.57300532,815346.674683823
"585",1148997.18681868,817837.6762254
"586",1155736.62753168,826065.206097211
"587",1135324.04864826,822759.934633444
"588",1143184.70620469,826675.049640982
"589",1144661.24005474,820267.203242382
"590",1134405.97521037,818524.458131393
"591",1144837.24839567,829558.579864858
"592",1131082.97186888,842827.022878473
"593",1135484.6745872,820585.761836635
"594",1134470.79867229,823764.076349101
"595",1131769.57728582,822074.442142109
"596",1143695.13082759,817853.706293109
"597",1148197.73630786,837463.826716703
"598",1152410.50141601,824500.842716179
"599",1143974.44133573,818452.961166768
"600",1145233.55452844,834984.440818346
"601",1146244.8278442,837793.933233473
"602",1142918.37002132,825628.523687184
"603",1143603.33799326,827894.518980809
"604",1148654.28057163,816766.260830438
"605",1149761.12050605,816693.9380103
"606",1150967.93797503,816749.628557266
"607",1150425.06349394,817793.065042477
"608",1151201.77268336,819109.138335887
"609",1127431.80888143,829468.226455693
"610",1147719.23462979,832091.867000356
"611",1147326.25595852,815789.870801519
"612",1133070.25063153,819549.20644248
"613",1126051.79548436,840091.387788646
"614",1137028.83145303,823037.014583479
"615",1141132.48689605,822890.564105278
"616",1136452.93898248,825123.651152138
"617",1149222.39690963,829276.660049921
"618",1151100.55057928,820676.530400787
"619",1149625.98062726,819319.226191761
"620",1146067.73349545,823054.425675166
"621",1145350.41050665,821656.487795398
"622",1144764.94995573,821101.276083832
"623",1138124.85768736,820386.767403992
"624",1144083.92058082,820455.923158512
"625",1142949.81127623,819672.057736938
"626",1143119.70058685,821280.288606748
"627",1141521.94642066,821497.262033946
"628",1140490.92940827,823817.377838523
"629",1138974.67272187,820966.720565923
"630",1153854.44409499,832810.855512138
"631",1138509.30920564,823780.012651726
"632",1137638.82082574,825607.304521891
"633",1139600.55065489,826003.280219691
"634",1142372.10467744,827713.16711424
"635",1142243.91769041,823771.559622903
"636",1142435.49615688,824935.313029631
"637",1145147.43133552,824226.243751812
"638",1147151.99115748,822398.178252122
"639",1147920.6788812,823416.462876008
"640",1150379.86254936,824192.075105451
"641",1148153.78938942,825994.482553174
"642",1153327.98549033,826038.194646947
"643",1149203.9903201,825982.274327593
"644",1141333.52367071,824772.776619083
"645",1140956.11822768,825274.053438103
"646",1157759.03859098,827544.600850624
"647",1154421.94774237,829853.162452403
"648",1144129.55010646,837909.837666476
"649",1150668.3197732,827008.682651096
"650",1146098.99700884,825798.262923105
"651",1146570.57242855,827591.144688199
"652",1142438.27903841,829289.71834322
"653",1135184.02790111,831753.843631372
"654",1133932.65825785,827687.167363912
"655",1129521.98390692,832958.476810455
"656",1138510.05138916,837805.899307408
"657",1131662.18170469,826714.793492878
"658",1129388.16068068,827019.72847999
"659",1155386.93333134,827311.28023631
"660",1128994.56899649,824119.424011528
"661",1144496.18105259,826996.448313989
"662",1160575.12991794,827582.954496754
"663",1149784.00235964,825228.869599836
"664",1157607.51260009,826646.430880487
"665",1126361.85097809,824107.518154166
"666",1125532.37440191,824813.43231812
"667",1135269.10642563,817525.04075314
"668",1151802.90315059,826796.959092728
"669",1133020.41159143,822060.453185362
"670",1154291.22551206,826881.990281369
"671",1141416.4011637,820432.467683035
"672",1139017.6119882,822057.66889212
"673",1138080.63538748,821669.925041895
"674",1150112.42813375,830747.211947217
"675",1139901.25878237,822523.629615558
"676",1135661.3660517,816367.76865236
"677",1148008.11967026,824325.158218508
"678",1152192.33737405,819235.214737984
"679",1144043.67902071,823817.451374908
"680",1151211.73576119,822976.838801634
"681",1146918.93750493,833236.465545622
"682",1148546.0441638,827578.334437746
"683",1148206.97353433,839283.813353384
"684",1156656.33269801,833613.796463009
"685",1148598.56397693,835015.71209889
"686",1147134.08403314,834203.290099664
"687",1120983.86546277,832423.844661609
"688",1130240.54950879,822252.112682877
"689",1126958.81099132,829124.417092591
"690",1132241.1865569,823538.612143414
"691",1141310.6127888,826844.887105421
"692",1145800.76292993,820476.190241442
"693",1144200.67657436,822541.22406461
"694",1142605.36686125,818324.936911573
"695",1131366.49403106,824464.703300968
"696",1139881.74336567,821454.823164921
"697",1141326.86117817,818749.532643504
"698",1151332.23195803,835516.790916343
"699",1147244.70205212,828473.839276454
"700",1132966.55629683,818049.472833227
"701",1137858.76594805,815887.241007725
"702",1136272.61516024,815593.834763891
"703",1135844.56858524,827090.803581337
"704",1134411.01335268,822894.200069011
"705",1154607.47422442,835460.642431678
"706",1139711.11869242,829295.906552179
"707",1136121.22937403,821857.417771062
"708",1134464.00170653,819756.390869368
"709",1143910.96596545,835319.921238006
"710",1133921.75094853,825644.002761726
"711",1148078.91442352,820623.160212007
"712",1131823.05425063,832513.971918257
"713",1136884.4262486,820228.461674787
"714",1149523.78090703,827326.949745317
"715",1149016.63132522,824632.182279773
"716",1143984.72485171,833088.958998746
"717",1148992.31934357,818383.171306934
"718",1151689.82341672,825537.100783523
"719",1127467.83795506,826038.289989343
"720",1153057.49183776,819638.897186571
"721",1128426.6655724,823539.074884846
"722",1142899.71394028,822368.997626255
"723",1131293.05595578,820915.07259737
"724",1144919.06515072,832530.835702222
"725",1152185.85130623,840858.493040744
"726",1151227.35618162,832148.869474226
"727",1141879.77758934,819238.919737364
"728",1140469.37612308,817331.469454485
"729",1131030.34841046,829239.390237379
"730",1127573.5376272,827187.113662027
"731",1158474.09792761,830639.28376209
"732",1142527.09344126,818462.943101406
"733",1133542.66186594,821666.056849624
"734",1144148.28609602,830931.914379614
"735",1129548.10923237,837103.987493499
"736",1140181.67714489,818525.07535071
"737",1138395.04691795,826893.431084908
"738",1150819.01190834,814521.347197107
"739",1147492.46194019,813926.402520657
"740",1141480.96883722,822611.95314567
"741",1149314.92155184,822642.83382311
"742",1151100.44537936,829413.378123201
"743",1140458.16046863,819095.173745346
"744",1159836.95788193,829978.550826805
"745",1132241.67113483,835726.178794543
"746",1130789.72691739,828784.642769819
"747",1130456.87309634,828803.31774928
"748",1130563.27354767,828400.68039222
"749",1130347.63539596,827587.526427182
"750",1130005.11176308,827210.107221786
"751",1131517.71137423,828339.49210664
"752",1129926.63206167,828795.963350195
"753",1143536.02966502,831596.384412395
"754",1141913.58456013,826222.880328792
"755",1130229.68453035,840115.952798644
"756",1134428.23495684,824807.369328116
"757",1140918.99266939,827579.711103097
"758",1152968.75658883,832063.232417966
"759",1130780.15039341,826301.367763274
"760",1146780.57753898,835556.516319795
"761",1146780.12328173,834373.1393216
"762",1131298.56300603,824058.941368217
"763",1155041.83676984,839305.674730457
"764",1131306.69525099,837457.269490878
"765",1126539.06162831,837009.452320327
"766",1147493.42880572,811128.887706649
"767",1147876.51727636,811439.267865039
"768",1147824.6841063,810502.603865518
"769",1147901.22715078,810686.200659276
"770",1147942.73874488,810635.105192446
"771",1147833.32563189,812536.135504327
